"name","city","country","state","industry_id","website","description","logo_url","ticker"
"TMX GROUP LTD","Toronto","CA","ONT","Diversified Financial Services","www.tmx.com","TMX Group Ltd is an integrated exchange group that operates markets for multiple asset classes. The Company, through the stock exchanges it operates, provides liquid markets for a broad range of  issuers, provides access to capital for companies in the early stages of growth, and also the trading and clearing of natural gas and electricity contracts.","2593.png","X"
"SAVILLS PLC","London","GB","","Real Estate Management & Development","www.savills.com","Savills Plc provides consulting services and transactional advice on matters related to commercial, agricultural and residential property. The Company also provides property and facilities management, financial services and funds management.","5396.png","SVS"
"NOVARTIS AG-REG","Basel","CH","","Pharmaceuticals","www.novartis.com","Novartis AG manufactures pharmaceutical and consumer healthcare products. The Company produces pharmaceuticals for cardiovascular, respiratory and infectious diseases, oncology, neuroscience, transplantation, dermatology, gastrointestinal and urinary conditions, and arthritis, vaccines and diagnostics, vision, and animal health products.","16.png","NOVN"
"BUREAU VERITAS S","Neuilly-Sur-Seine","FR","","Professional Services","www.bureauveritas.com","Bureau Veritas SA provides a range of consulting services, including global inspection  and audit, tests and certification applied to quality, hygiene and health.","760.png","BVI"
"BILLION IND HLDG","Jin Jiang","CN","","Textiles, Apparel & Luxury Goods","www.baihong.com","Billion Industrial Holdings Ltd. manufactures polyester filament yarn.  The Company produces drawn textured yarn and fully drawn yarn, which are used in apparel, footwear and home furnishings.","5044.png","2299"
"ATEAM INC","Nagoya, Aichi","JP","AC","Internet Software & Services","www.a-tm.co.jp","Ateam Inc. provides planning, development and operation of smartphone applications, social applications, comparison sites for PC users and reservation sites.","14578.jpg","3662"
"ALON NATURAL GAS","Yakum","IL","#N/A Field Not Applicable","Oil, Gas & Consumable Fuels","","Alon Natural Gas Exploration Limited is a natural gas exploration company.","14017.png","ALGS"
"FAMOUS BRANDS LT","Midrand, Johannesburg","ZA","","Hotels, Restaurants & Leisure","www.famousbrands.co.za","Famous Brands Limited is a food and beverage company.  The Company offers franchising of trademarks, manufacture and supply of product to these franchisees and the retail trade. Famous Brands provides its services with a wide range of meat, sauces, bakery, ice cream, and fruit juice products.","5829.jpg","FBR"
"ITHMAAR BANK BSC","Manama","BH","#N/A Field Not Applicable","Commercial Banks","www.ithmaarbank.com","Ithmaar Bank BSC is an investment bank.  The Bank offers Islamic insurance, retail and commercial banking, lease financing, and asset management services.","10381.png","ITHMR"
"NV ENERGY INC","Las Vegas","US","NV","Electric Utilities","www.nvenergy.com","NV Energy, Inc., through its subsidiaries, generates, transmits, and distributes electric energy throughout Nevada and the Lake Tahoe area of California. The Company provides natural gas services in the Reno Sparks area of Nevada.","1795.png","NVE"
"COBIZ FINANCIAL","Denver","US","CO","Commercial Banks","www.cobizbank.com","CoBiz Financial, Inc. provides commercial banking services to businesses and professionals through Colorado Business Bank and Arizona Business Bank.  The Company also provides investment banking services, property and casualty insurance brokerage, trust and fiduciary services, as well as employee benefits consulting and brokerage through its subsidiaries.","9587.png","COBZ"
"AMERIGAS PARTNER","King Of Prussia","US","PA","Gas Utilities","www.amerigas.com","AmeriGas Partners, L.P. is a retail marketer of propane.  The Company serves residential, commercial, industrial, motor fuel, and agricultural customers in the United States.  AmeriGas operates an extensive storage and distribution network, using pipelines, barges, rail cars, and tanker trucks to transport propane to local-market distribution locations.","2157.gif","APU"
"FUTURE RETAIL LT","","IN","#N/A Field Not Applicable","Multiline Retail","www.futureretail.co.in","Future Retail Limited owns and operates retail stores. The Company, through subsidiaries, offers a wide cross-section of products to consumers via its supermarket, hyper-market, mall, electronic store, and homeowner chains. Future Retail serves buyers, sellers and manufactures throughout India.","14544.jpg","FRL"
"BLACKROCK INC","New York","US","NY","Capital Markets","www.blackrock.com","BlackRock, Inc. provides diversified investment management services to institutional clients and to retail investors through various investment vehicles. The Company offers the BlackRock Funds and Blackrock Liquidity Funds, and also provides risk management services to fixed income institutional investors.","174.png","BLK"
"SEARS CANADA INC","Toronto","CA","ONT","Multiline Retail","www.sears.ca","Sears Canada Inc. retails general merchandise and home-related services across Canada.  The Company's retail network includes various department stores, furniture stores, outlet stores, dealer stores, floor covering centers, and catalog centers.  Sears Canada also operates an electronic commerce Web site.","4643.png","SCC"
"VR HOLDINGS INC","Chester","US","MD","","","VR Holdings, Inc. invests in arbitration and litigation claims.  The Company helps fund arbitration and litigation in return for part of any award that may result.","4640.png","VRHD"
"NICK SCALI LTD","Lidcombe","AU","NS","Specialty Retail","www.nickscali.com.au","Nick Scali Limited retails furniture in Australia.  The Company specializes in leather and fabric lounges, dining rooms, bedrooms and occasional furniture. Nick Scali has about nine showrooms located in New South Wales and Queensland.","14356.jpg","NCK"
"CULLEN/FROST","San Antonio","US","TX","Commercial Banks","www.frostbank.com","Cullen/Frost Bankers, Inc. is the holding company for The Frost National Bank. The Bank provides commercial banking, consumer services, investment banking, international banking, trust services, correspondent banking, discount brokerage, and insurance services through a network of offices in Texas.","2047.png","CFR"
"CALAMOS-ST TO RT","","US","IL","","www.calamos.com","Calamos Strategic Total Return Fund is a newly organized, diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is to provide total return through a combination of capital appreciation and current income.  The Fund invests in common and preferred stocks, convertible securities and income producing debt securities.","5169.jpg","CSQ"
"CORE LABS NV","Amsterdam","NL","","Energy Equipment & Services","www.corelab.com","Core Laboratories N.V. provides reservoir description, production enhancement, and reservoir management services. The Company's customers include major, national, and independent oil and gas producers. Core also manufactures and sells petroleum reservoir rock and fluid analysis instrumentation and other integrated systems.","1069.png","CLB"
"EXTENDED STAY AM","Charlotte","US","NC","Hotels, Restaurants & Leisure","www.extendedstayamerica.com","Extended Stay America, Inc. operates hotels. The Company offers guest rooms, dining services, on-site laundry, local phone calls, personalized voicemail, pools, fitness centers, and pet friendly accommodations. Extended Stay America provides its services in the United States.","1891.png","STAY"
"NY COMM BANCORP","Westbury","US","NY","Thrifts & Mortgage Finance","www.mynycb.com","New York Community Bancorp, Inc. is a multi-bank holding company. The Company, through its banking subsidiaries, offers a full range of traditional and non-traditional products and services, and originates multi-family, commercial real estate, and construction loans, primarily in the New York metropolitan area.","1579.png","NYCB"
